"Kosten für ein gleichwertiges neues Element [3.9]"
"#1  Kosten für die Demontage"
"Markt/wirtschaftliche Faktoren"
"Kosten der Nacharbeit (Reinigung, Wiederaufbereitung etc.) [4.24]"
