Function (use) of element [3.1]
Social (e.g. historic) value [3.29]
Coating age [3.29]
#1 - Date of production (age of element) [3.38]
Carbon equivalent value [3.38]
Replacability (spare parts) of elements [3.43]
"Other measures (flange; bar) of profile [3.43]"
#1- Weldability [3.43]
Location in Building [3.67]
#1 -functionality of connections
#1 - dismantlability
#1 - adaptability - use for same or other function
#1 - possible reuse of connections
#2 - Presence of coating [3.48]
Thickness of profile [3.57]
Material Group [3.57]
Height of profile [3.57]
Cost of transport [3.62]
Chemical composition (material composition) [3.62]
Width of profile [3.57]
#1 - innovation potential
#1 - machinability (bearbeitbarkeit)
#1 -condition of the coating
#1 -weight
Coating material composition [3.67]
Elongation [3.71]
Strength - tensile [3.71]
Strength - yield [3.71]
Strength - class [3.76]
Material value [3.76]
Exposition of element [3.76]
Cost of storage [3.76]
#1 -cascading potentials
"#1 -susceptibility to vibration (schwingungsanfälligkeit);"
#1 - length of the profile/ element
#1 - effort of disassembly
Coating type [3.81]
Embodied CO2 / CO2 eq. Saving [3.81]
#1 - Hierarchy of element - Dependance and relation to other elements [3.81]
Type / Section of profile [3.86]
Straightness [3.9]
Cost of equivalent new element [3.9]
Type of connection of element [3.9]
"Cost of testing (chemical composition; hazardous substances…) [3.95]"
#1 - cost of disassembly
#1 - available documentation
Condition - damage due to abrasion [4.1]
Accessibility of connection [4.24]
"Cost of rework (Cleaning; remanufacturing etc.) [4.24]"
Condition - damage due to corrosion [4.57]
Condition - damage due to embrittlement [4.62]
Presence of hazardous substances in element [4.62]
Condition - plastic deformation [4.71]
Condition - damage due to fire [4.71]
Condition - damage due to fatigue [4.76]
Condition - presence of radioactivity [4.81]
Presence of hazardous substances in coating of element [4.86]
Amount (quantity) of same element [4.38]
