"Faktoren für die Rückbaubarkeit"
"#1  Bearbeitbarkeit"
"Zugänglichkeit der Verbindung [4.24]"
"#1 Zerlegbarkeit"
"#1 - Hierarchie des Elements - Abhängigkeit und Beziehung zu anderen Elementen [3.81]"
"#1 Kaskadenpotential"
"#1 Anpassungsfähigkeit Verwendung für gleiche oder andere Funktion"
