"Markt/wirtschaftliche Faktoren"
"#1  Aufwand der Demontage"
"Materialwert [3.76]"
"Kosten der Prüfung (chemische Zusammensetzung, gefährliche Stoffe...) [3.95]"
"Kosten der Nacharbeit (Reinigung, Wiederaufbereitung etc.) [4.24]"
"Kosten für den Transport [3.62]"
"Kosten für ein gleichwertiges neues Element [3.9]"
"#1  Kosten für die Demontage"
