"Technische Faktoren"
"Funktion (Verwendung) des Elements [3.1]"
"Dicke des Profils [3.57]"
"#1  Länge des Profils/Elements"
"Breite des Profils [3.57]"
"Höhe des Profils [3.57]"
"Typ / Querschnitt des Profils [3.86]"
"Andere Maße (Flansch, Steg) des Profils [3.43]"
