"Technische Faktoren"
"#1  Länge des Profils/Elements"
"Breite des Profils [3.57]"
"Höhe des Profils [3.57]"
"Dicke des Profils [3.57]"
"#2 - Vorhandensein einer Beschichtung [3.48]"
"#1 Gewicht"
"Typ / Querschnitt des Profils [3.86]"
"Exposition des Elements [3.76]"
"Geradheit [3.9]"
