"Faktoren der Materialeigenschaften"
"#1- Schweißbarkeit [3.43]"
"Funktion (Verwendung) des Elements [3.1]"
"Breite des Profils [3.57]"
"Andere Maße (Flansch, Steg) des Profils [3.43]"
"#1  Länge des Profils/Elements"
"Typ / Querschnitt des Profils [3.86]"
"Dicke des Profils [3.57]"
"#1 Gewicht"
"Festigkeit - Klasse [3.76]"
