"Andere Maße (Flansch, Steg) des Profils [3.43]"
"Funktion (Verwendung) des Elements [3.1]"
"Lage im Gebäude [3.67]"
"#1  Länge des Profils/Elements"
"Breite des Profils [3.57]"
"#1- Schweißbarkeit [3.43]"
"Werkstoffgruppe [3.57]"
"Festigkeit - Klasse [3.76]"
"Festigkeit - Streckgrenze [3.71]"
"Kosten der Prüfung (chemische Zusammensetzung, gefährliche Stoffe...) [3.95]"
"Chemische Zusammensetzung (Materialzusammensetzung) [3.62]"
"Zusammensetzung des Beschichtungsmaterials [3.67]"
"Höhe des Profils [3.57]"
"Dicke des Profils [3.57]"
"Art der Beschichtung [3.81]"
"Dehnung [3.71]"
"#2 - Vorhandensein einer Beschichtung [3.48]"
"Festigkeit - Zug [3.71]"
"Zustand - plastische Verformung [4.71]"
"#1 Schwingungsanfälligkeit (Vibrationsanfälligkeit)"
"Zustand - Beschädigung durch Ermüdung [4.76]"
"#1 Gewicht"
"Typ / Querschnitt des Profils [3.86]"
"#1 Zustand der Beschichtung"
"Alter der Beschichtung [3.29]"
"Zustand - Beschädigung durch Versprödung [4.62]"
"Zustand - Beschädigung durch Korrosion [4.57]"
"Exposition des Elements [3.76]"
"#1 Funktionalität der Verbindungen"
"Art der Verbindung des Elements [3.9]"
"Kohlenstoffäquivalenzwert [3.38]"
"Zustand - Vorhandensein von Radioaktivität [""4.86""]"
"Zustand - Beschädigung durch Abrieb [4.1]"
"Zustand - Beschädigung durch Feuer [4.71]"
"Geradheit [3.9]"
"Graue Energie CO2 / CO2-Äq. Einsparung [3.81]"
"Vorhandensein von Schadstoffen im Element [4.62]"
"Vorhandensein von Schadstoffen in der Beschichtung des Elements [4.86]"
"Materialwert [3.76]"
"Ersetzbarkeit (Ersatzteile) des Elements [3.43]"
"Kosten für ein gleichwertiges neues Element [3.9]"
"#1  Aufwand der Demontage"
"#1 Anpassungsfähigkeit Verwendung für gleiche oder andere Funktion"
"Menge (Quantität) desselben Elements [4.38]"
"Gesellschaftlicher (z. B. historischer) Wert [3.29]"
"Kosten für den Transport [3.62]"
"Kosten der Lagerung [3.76]"
"#1  Kosten für die Demontage"
"Kosten der Nacharbeit (Reinigung, Wiederaufbereitung etc.) [4.24]"
"#1  Bearbeitbarkeit"
"Zugänglichkeit der Verbindung [4.24]"
"#1 Zerlegbarkeit"
"#1 - Datum der Herstellung (Alter des Elements) [3.38]"
"#1 - Hierarchie des Elements - Abhängigkeit und Beziehung zu anderen Elementen [3.81]"
"#1 Kaskadenpotential"
"#1 mögliche Wiederverwendung von Verbindungen"
"#1  Innovationspotenzial"
