"#1 - possible reuse of connections"
"#1 - adaptability - use for same or other function"
"#1 -functionality of connections"
"#1 - dismantlability"
"#1 - machinability (bearbeitbarkeit)"
"#1 -condition of the coating"
"#1 -weight"
"#1 - innovation potential"
"#1 -cascading potentials"
"#1 -susceptibility to vibration (schwingungsanfälligkeit);"
"#1 - length of the profile/ element"
"#1 - effort of disassembly"
"#1 - cost of disassembly"
"#1 - available documentation"
